movie_uri,movie,releaseDate,runtime,duration,language,budget,boxOffice,basedOn,basedOn_uri,IMDbID,RottenTomatoesID,genres,genres_URIs,actors,actors_URIs,directors,directors_URIs,distributors,distributors_URIs,producers,producers_URIs,composers,composers_URIs,cinematographers,cinematographers_URIs,filmingLocations,filmingLocations_URIs,productionCompanies,productionCompanies_URIs,mainSubjects,mainSubjects_URIs,series,series_URIs
http://www.wikidata.org/entity/Q123690415,The American Society of Magical Negroes,2024-01-19T00:00:00Z,104,104,English,,,,,tt30007864,m/the_american_society_of_magical_negroes,comedy film,http://www.wikidata.org/entity/Q157443,"David Alan Grier, Rupert Friend, Michaela Watkins, Aisha Hinds, Justice Smith, Nicole Byer, Drew Tarver, Tim Baltz","http://www.wikidata.org/entity/Q562596, http://www.wikidata.org/entity/Q314659, http://www.wikidata.org/entity/Q6835627, http://www.wikidata.org/entity/Q3607216, http://www.wikidata.org/entity/Q22058479, http://www.wikidata.org/entity/Q26856968, http://www.wikidata.org/entity/Q26923777, http://www.wikidata.org/entity/Q55635864",Kobi Libii,http://www.wikidata.org/entity/Q55183391,"Universal Pictures, Focus Features","http://www.wikidata.org/entity/Q168383, http://www.wikidata.org/entity/Q649649","Julia Lebedev, Kobi Libii","http://www.wikidata.org/entity/Q96676372, http://www.wikidata.org/entity/Q55183391",Michael Abels,http://www.wikidata.org/entity/Q2413003,,,,,,,"magical negro, white defensiveness","http://www.wikidata.org/entity/Q738600, http://www.wikidata.org/entity/Q88799608",,
http://www.wikidata.org/entity/Q104876047,Cobweb,2024-05-02T00:00:00Z,88,88,English,,,,,tt9100018,m/cobweb_2023,"horror film, thriller film","http://www.wikidata.org/entity/Q200092, http://www.wikidata.org/entity/Q2484376","Lizzy Caplan, Cleopatra Coleman, Antony Starr, Woody Norman","http://www.wikidata.org/entity/Q236578, http://www.wikidata.org/entity/Q5131734, http://www.wikidata.org/entity/Q2813921, http://www.wikidata.org/entity/Q108855137",Samuel Bodin,http://www.wikidata.org/entity/Q119892833,Lionsgate Films,http://www.wikidata.org/entity/Q17076072,"Seth Rogen, Roy Lee, Evan Goldberg, James Weaver","http://www.wikidata.org/entity/Q220308, http://www.wikidata.org/entity/Q1990920, http://www.wikidata.org/entity/Q3061320, http://www.wikidata.org/entity/Q72952149",Drum & Lace,http://www.wikidata.org/entity/Q43082721,,,Nu Boyana Film Studios,http://www.wikidata.org/entity/Q5159718,"Vertigo Entertainment, Point Grey Pictures","http://www.wikidata.org/entity/Q3556262, http://www.wikidata.org/entity/Q17092493",,,,
http://www.wikidata.org/entity/Q122781655,"Oh, Canada",2024-05-17T00:00:00Z,91,91,English,,,,,tt29994753,m/oh_canada,drama film,http://www.wikidata.org/entity/Q130232,"Richard Gere, Uma Thurman, Kristine Froseth, Jacob Elordi","http://www.wikidata.org/entity/Q48410, http://www.wikidata.org/entity/Q125017, http://www.wikidata.org/entity/Q38238309, http://www.wikidata.org/entity/Q53909401",Paul Schrader,http://www.wikidata.org/entity/Q363989,,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q118196554,Saving Bikini Bottom: The Sandy Cheeks Movie,2024-08-02T00:00:00Z,82,82,English,,,SpongeBob SquarePants,http://www.wikidata.org/entity/Q83279,tt23063732,m/saving_bikini_bottom_the_sandy_cheeks_movie,"fantasy film, comedy film, adventure film, family film, live-action animated film","http://www.wikidata.org/entity/Q157394, http://www.wikidata.org/entity/Q157443, http://www.wikidata.org/entity/Q319221, http://www.wikidata.org/entity/Q1361932, http://www.wikidata.org/entity/Q25110269",,,Liza Johnson,http://www.wikidata.org/entity/Q1866610,Netflix,http://www.wikidata.org/entity/Q907311,Jack Petrik,http://www.wikidata.org/entity/Q118993967,,,Greg Gardiner,http://www.wikidata.org/entity/Q5605599,,,Nickelodeon Movies,http://www.wikidata.org/entity/Q1785329,,,,
http://www.wikidata.org/entity/Q116257424,Woman of the Hour,2024-10-18T00:00:00Z,94,94,English,,,,,tt7737800,m/woman_of_the_hour,"drama film, crime film, thriller film","http://www.wikidata.org/entity/Q130232, http://www.wikidata.org/entity/Q959790, http://www.wikidata.org/entity/Q2484376","Anna Kendrick, Tony Hale, Kelley Jakle, Daniel Zovatto, Nicolette Robinson, Kathryn Gallagher","http://www.wikidata.org/entity/Q67701, http://www.wikidata.org/entity/Q601032, http://www.wikidata.org/entity/Q16203864, http://www.wikidata.org/entity/Q20732067, http://www.wikidata.org/entity/Q56651230, http://www.wikidata.org/entity/Q86366727",Anna Kendrick,http://www.wikidata.org/entity/Q67701,Netflix,http://www.wikidata.org/entity/Q907311,Roy Lee,http://www.wikidata.org/entity/Q1990920,Dan Romer,http://www.wikidata.org/entity/Q5214306,Zach Kuperstein,http://www.wikidata.org/entity/Q129282898,Vancouver,http://www.wikidata.org/entity/Q24639,,,serial killer,http://www.wikidata.org/entity/Q484188,,
http://www.wikidata.org/entity/Q124419553,There Was Nothing Here Before,2024-01-27T00:00:00Z,71,71,English,,,,,tt31079028,,documentary film,http://www.wikidata.org/entity/Q93204,,,Yvann Yagchi,http://www.wikidata.org/entity/Q124419402,,,"Cornelia Seitler, Brigitte Hofer","http://www.wikidata.org/entity/Q91450367, http://www.wikidata.org/entity/Q95671296",,,Gabriel Sandru,http://www.wikidata.org/entity/Q66124186,,,,,,,,
http://www.wikidata.org/entity/Q125566469,Here Now,2024-10-31T00:00:00Z,,,English,,,,,tt29293152,,"romance film, thriller film","http://www.wikidata.org/entity/Q1054574, http://www.wikidata.org/entity/Q2484376","Lorenzo Richelmy, Elena Kampouris, Saul Nanni, Yan Tual, Enrico Inserra, Francesco Garilli, Ruby Kammer","http://www.wikidata.org/entity/Q3837061, http://www.wikidata.org/entity/Q20858027, http://www.wikidata.org/entity/Q26162617, http://www.wikidata.org/entity/Q105542062, http://www.wikidata.org/entity/Q125567005, http://www.wikidata.org/entity/Q125567012, http://www.wikidata.org/entity/Q125567020",Gabriele Muccino,http://www.wikidata.org/entity/Q558822,"01 Distribution, Voltage Pictures","http://www.wikidata.org/entity/Q1554656, http://www.wikidata.org/entity/Q19881683",,,,,Fabio Zamarion,http://www.wikidata.org/entity/Q3737875,Palermo,http://www.wikidata.org/entity/Q2656,Rai Cinema,http://www.wikidata.org/entity/Q3929491,,,,
http://www.wikidata.org/entity/Q124459713,Intercepted,2024-01-01T00:00:00Z,95,95,English,,,,,tt30956212,m/intercepted,documentary film,http://www.wikidata.org/entity/Q93204,,,Oksana Karpovych,http://www.wikidata.org/entity/Q112679181,,,,,,,Christopher Nunn,http://www.wikidata.org/entity/Q116898424,,,,,,,,
http://www.wikidata.org/entity/Q121891566,Layla,2024-01-01T00:00:00Z,100,100,English,,,,,tt23888758,,"drama film, comedy film, romance film","http://www.wikidata.org/entity/Q130232, http://www.wikidata.org/entity/Q157443, http://www.wikidata.org/entity/Q1054574",,,Amrou Al-Khadi,http://www.wikidata.org/entity/Q96480372,,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q124320668,Eno,2024-01-01T00:00:00Z,,,English,,,,,tt19854690,m/eno,documentary film,http://www.wikidata.org/entity/Q93204,,,Gary Hustwit,http://www.wikidata.org/entity/Q5525282,,,,,,,,,,,,,Brian Eno,http://www.wikidata.org/entity/Q569003,,
http://www.wikidata.org/entity/Q130319746,Child Star,2024-09-17T00:00:00Z,,,English,,,,,tt27156546,m/child_star,documentary film,http://www.wikidata.org/entity/Q93204,,,,,,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q122226196,What Happens Later,2024-05-16T00:00:00Z,105,105,English,,,,,tt19890316,m/what_happens_later,romantic comedy,http://www.wikidata.org/entity/Q860626,"Meg Ryan, David Duchovny","http://www.wikidata.org/entity/Q167498, http://www.wikidata.org/entity/Q484365",Meg Ryan,http://www.wikidata.org/entity/Q167498,Bleecker Street,http://www.wikidata.org/entity/Q17985957,Kelly Williams,http://www.wikidata.org/entity/Q105047776,David Boman,http://www.wikidata.org/entity/Q123560924,Bartosz Nalazek,http://www.wikidata.org/entity/Q64539083,,,,,,,,
http://www.wikidata.org/entity/Q111270010,The Color Purple,2024-01-18T00:00:00Z,,,English,,,The Color Purple,http://www.wikidata.org/entity/Q1897870,tt1200263,m/the_color_purple,"drama film, musical film, coming-of-age fiction, film based on a novel, historical drama","http://www.wikidata.org/entity/Q130232, http://www.wikidata.org/entity/Q842256, http://www.wikidata.org/entity/Q2975633, http://www.wikidata.org/entity/Q52207399, http://www.wikidata.org/entity/Q7168625","Elizabeth Marvel, Ciara, Fantasia Barrino, Taraji P. Henson, Louis Gossett Jr., Aunjanue Ellis-Taylor, David Alan Grier, Colman Domingo, Deon Cole, Jon Batiste, Tamela Mann, Corey Hawkins, Danielle Brooks, H.E.R., Halle Bailey","http://www.wikidata.org/entity/Q76877, http://www.wikidata.org/entity/Q203223, http://www.wikidata.org/entity/Q232288, http://www.wikidata.org/entity/Q235511, http://www.wikidata.org/entity/Q329719, http://www.wikidata.org/entity/Q461762, http://www.wikidata.org/entity/Q562596, http://www.wikidata.org/entity/Q5147723, http://www.wikidata.org/entity/Q5259997, http://www.wikidata.org/entity/Q6272528, http://www.wikidata.org/entity/Q2391493, http://www.wikidata.org/entity/Q20740941, http://www.wikidata.org/entity/Q16727679, http://www.wikidata.org/entity/Q30639849, http://www.wikidata.org/entity/Q65028269",Blitz the Ambassador,http://www.wikidata.org/entity/Q4926959,"Warner Bros., Warner Bros. Pictures","http://www.wikidata.org/entity/Q126399, http://www.wikidata.org/entity/Q8016302","Steven Spielberg, Oprah Winfrey, Quincy Jones, Scott Sanders","http://www.wikidata.org/entity/Q8877, http://www.wikidata.org/entity/Q55800, http://www.wikidata.org/entity/Q193645, http://www.wikidata.org/entity/Q7437195","Stephen Bray, Brenda Russell, Allee Willis, Kris Bowers","http://www.wikidata.org/entity/Q508098, http://www.wikidata.org/entity/Q2373269, http://www.wikidata.org/entity/Q4731217, http://www.wikidata.org/entity/Q19668232",Dan Laustsen,http://www.wikidata.org/entity/Q328489,"Oregon, Jekyll Island, Driftwood Beach State Recreation Site","http://www.wikidata.org/entity/Q824, http://www.wikidata.org/entity/Q1573938, http://www.wikidata.org/entity/Q5307502","Warner Bros., DreamWorks, Quincy Jones, Amblin Entertainment, Warner Bros. Pictures, Harpo Films","http://www.wikidata.org/entity/Q126399, http://www.wikidata.org/entity/Q192557, http://www.wikidata.org/entity/Q193645, http://www.wikidata.org/entity/Q457893, http://www.wikidata.org/entity/Q8016302, http://www.wikidata.org/entity/Q16994837","woman, racism, African Americans, patriarchy, oppression","http://www.wikidata.org/entity/Q467, http://www.wikidata.org/entity/Q8461, http://www.wikidata.org/entity/Q49085, http://www.wikidata.org/entity/Q181339, http://www.wikidata.org/entity/Q252000",,
http://www.wikidata.org/entity/Q125510445,Bang Bang,2024-01-01T00:00:00Z,103,103,English,,,,,tt7132924,,,,,,,,,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q115707860,Cash Out,2024-04-26T00:00:00Z,,,English,,,,,tt24131288,m/cash_out,action film,http://www.wikidata.org/entity/Q188473,"Sean Astin, John Travolta, Kristin Davis, Lukas Haas, Noel Gugliemi, Guyfour","http://www.wikidata.org/entity/Q189351, http://www.wikidata.org/entity/Q80938, http://www.wikidata.org/entity/Q229176, http://www.wikidata.org/entity/Q532169, http://www.wikidata.org/entity/Q3342658, http://www.wikidata.org/entity/Q30072039",Randall Emmett,http://www.wikidata.org/entity/Q3418802,Saban Capital Group,http://www.wikidata.org/entity/Q3277355,,,,,,,Columbus,http://www.wikidata.org/entity/Q239870,,,,,,
http://www.wikidata.org/entity/Q111677117,Madame Web,2024-02-14T00:00:00Z,116,116,English,80000000,,Madame Web,http://www.wikidata.org/entity/Q2204761,tt11057302,m/madame_web,"action film, superhero film","http://www.wikidata.org/entity/Q188473, http://www.wikidata.org/entity/Q1535153","Adam Scott, Mike Epps, Emma Roberts, Tahar Rahim, Dakota Johnson, Sydney Sweeney, Zosia Mamet, Celeste O'Connor, Isabela Moner","http://www.wikidata.org/entity/Q201842, http://www.wikidata.org/entity/Q311962, http://www.wikidata.org/entity/Q228598, http://www.wikidata.org/entity/Q981690, http://www.wikidata.org/entity/Q2315802, http://www.wikidata.org/entity/Q49561909, http://www.wikidata.org/entity/Q4965286, http://www.wikidata.org/entity/Q97065529, http://www.wikidata.org/entity/Q20830731",S. J. Clarkson,http://www.wikidata.org/entity/Q7387197,"InterCom, Sony Pictures Motion Picture Group, Sony Pictures Releasing","http://www.wikidata.org/entity/Q1097348, http://www.wikidata.org/entity/Q2065128, http://www.wikidata.org/entity/Q40266137","Lorenzo di Bonaventura, Palak Patel","http://www.wikidata.org/entity/Q636664, http://www.wikidata.org/entity/Q24809152",Johan Söderqvist,http://www.wikidata.org/entity/Q957964,Mauro Fiore,http://www.wikidata.org/entity/Q926054,,,"Columbia Pictures, Marvel Entertainment","http://www.wikidata.org/entity/Q186941, http://www.wikidata.org/entity/Q1200552",,,Sony's Spider-Man Universe,http://www.wikidata.org/entity/Q55537283
http://www.wikidata.org/entity/Q130598581,The Million Dollar Bet,2024-10-21T00:00:00Z,,,English,,,,,tt29959713,,,,"Douglas Smith, Kristen Gutoskie, Justin Cornwell","http://www.wikidata.org/entity/Q1252523, http://www.wikidata.org/entity/Q25631197, http://www.wikidata.org/entity/Q28227713",Thomas Woschitz,http://www.wikidata.org/entity/Q2428265,,,Gabriele Kranzelbinder,http://www.wikidata.org/entity/Q28813494,,,Enzo Brandner,http://www.wikidata.org/entity/Q22102130,,,,,,,,
http://www.wikidata.org/entity/Q124393043,Time Cut,2024-10-30T00:00:00Z,90,90,English,,,,,tt14857528,m/time_cut,"science fiction film, slasher film","http://www.wikidata.org/entity/Q471839, http://www.wikidata.org/entity/Q853630","Michael Shanks, Griffin Gluck, Rachael Crawford, Antonia Gentry, Madison Bailey","http://www.wikidata.org/entity/Q81223, http://www.wikidata.org/entity/Q1546593, http://www.wikidata.org/entity/Q1280116, http://www.wikidata.org/entity/Q65054859, http://www.wikidata.org/entity/Q91944568",,,Netflix,http://www.wikidata.org/entity/Q907311,,,Frederik Wiedmann,http://www.wikidata.org/entity/Q97308,,,,,,,,,,
http://www.wikidata.org/entity/Q126082803,Spark,2024-01-01T00:00:00Z,,,English,,,,,tt28348336,,"drama film, science fiction film, thriller film","http://www.wikidata.org/entity/Q130232, http://www.wikidata.org/entity/Q471839, http://www.wikidata.org/entity/Q2484376","Danell Leyva, Theo Germaine, Vico Ortiz, Jason Caceres, Christina Villa","http://www.wikidata.org/entity/Q640546, http://www.wikidata.org/entity/Q72759178, http://www.wikidata.org/entity/Q93767628, http://www.wikidata.org/entity/Q123387613, http://www.wikidata.org/entity/Q124312788",,,,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q113300586,Ghostbusters: Frozen Empire,2024-03-14T00:00:00Z,115,115,English,100000000,195300000,Ghostbusters,http://www.wikidata.org/entity/Q108745,tt21235248,m/ghostbusters_frozen_empire,ghost film,http://www.wikidata.org/entity/Q31888058,"Bill Murray, Dan Aykroyd, Paul Rudd, Annie Potts, Patton Oswalt, Ernie Hudson, William Atherton, Emily Alyn Lind, Carrie Coon, Kumail Nanjiani, Finn Wolfhard, Mckenna Grace, Celeste O'Connor, James Acaster","http://www.wikidata.org/entity/Q29250, http://www.wikidata.org/entity/Q105221, http://www.wikidata.org/entity/Q276525, http://www.wikidata.org/entity/Q253536, http://www.wikidata.org/entity/Q374065, http://www.wikidata.org/entity/Q471018, http://www.wikidata.org/entity/Q495487, http://www.wikidata.org/entity/Q723482, http://www.wikidata.org/entity/Q17317909, http://www.wikidata.org/entity/Q6443390, http://www.wikidata.org/entity/Q26308335, http://www.wikidata.org/entity/Q20752077, http://www.wikidata.org/entity/Q97065529, http://www.wikidata.org/entity/Q15072714",Gil Kenan,http://www.wikidata.org/entity/Q1523831,"InterCom, Sony Pictures Motion Picture Group, Sony Pictures Releasing France, Sony Pictures Releasing","http://www.wikidata.org/entity/Q1097348, http://www.wikidata.org/entity/Q2065128, http://www.wikidata.org/entity/Q3490764, http://www.wikidata.org/entity/Q40266137","Jason Reitman, Ivan Reitman, Jason Blumenfeld","http://www.wikidata.org/entity/Q314502, http://www.wikidata.org/entity/Q380272, http://www.wikidata.org/entity/Q29414478",Dario Marianelli,http://www.wikidata.org/entity/Q360399,Eric Steelberg,http://www.wikidata.org/entity/Q1351651,,,"Columbia Pictures, Sony Pictures, Ghost Corps","http://www.wikidata.org/entity/Q186941, http://www.wikidata.org/entity/Q822314, http://www.wikidata.org/entity/Q28135529",,,,
http://www.wikidata.org/entity/Q117312560,Jackpot,2024-08-15T00:00:00Z,106,106,English,,,,,tt26940324,m/jackpot_2024,"comedy film, action film, action comedy film","http://www.wikidata.org/entity/Q157443, http://www.wikidata.org/entity/Q188473, http://www.wikidata.org/entity/Q2678111","John Cena, Seann William Scott, Leslie David Baker, Michael Hitchcock, Becky Ann Baker, Awkwafina, Sam Asghari, Dolly de Leon, Chelsea Holmes, Murray Hill, Simu Liu, Ayden Mayeri, Adam Ray, Donald Elise Watkins, Taylor Ortega","http://www.wikidata.org/entity/Q44437, http://www.wikidata.org/entity/Q193212, http://www.wikidata.org/entity/Q1050211, http://www.wikidata.org/entity/Q919870, http://www.wikidata.org/entity/Q2313940, http://www.wikidata.org/entity/Q15306031, http://www.wikidata.org/entity/Q107406565, http://www.wikidata.org/entity/Q112152319, http://www.wikidata.org/entity/Q112210818, http://www.wikidata.org/entity/Q6939299, http://www.wikidata.org/entity/Q24004849, http://www.wikidata.org/entity/Q64438262, http://www.wikidata.org/entity/Q61723003, http://www.wikidata.org/entity/Q123532635, http://www.wikidata.org/entity/Q87256536",Paul Feig,http://www.wikidata.org/entity/Q2031292,Amazon MGM Studios,http://www.wikidata.org/entity/Q4740868,"Joe Roth, Paul Feig, Jeff Kirschenbaum","http://www.wikidata.org/entity/Q919992, http://www.wikidata.org/entity/Q2031292, http://www.wikidata.org/entity/Q61774149",Theodore Shapiro,http://www.wikidata.org/entity/Q1513322,John Schwartzman,http://www.wikidata.org/entity/Q1370528,,,,,,,,
http://www.wikidata.org/entity/Q130296657,The Gringa & the Musician,2024-01-01T00:00:00Z,,,English,,,,,tt32307647,,documentary film,http://www.wikidata.org/entity/Q93204,,,Roberto Pazos,http://www.wikidata.org/entity/Q130296681,,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q125925221,Ernest Cole: Lost and Found,2024-01-01T00:00:00Z,105,105,English,,,,,tt27760132,m/ernest_cole_lost_and_found,,,,,Raoul Peck,http://www.wikidata.org/entity/Q1357018,,,Raoul Peck,http://www.wikidata.org/entity/Q1357018,,,Wolfgang Held,http://www.wikidata.org/entity/Q2589915,,,,,,,,
http://www.wikidata.org/entity/Q126901202,Q126901202,2024-07-04T00:00:00Z,87,87,English,,,,,tt10262784,,documentary film,http://www.wikidata.org/entity/Q93204,,,Larry Locke,http://www.wikidata.org/entity/Q126901261,,,,,,,Benjamin Wolf,http://www.wikidata.org/entity/Q126901285,,,,,,,,
http://www.wikidata.org/entity/Q125485552,The Pursuit of Perfection,2024-05-02T00:00:00Z,79,79,English,,,,,tt15399686,m/the_pursuit_of_perfection,documentary film,http://www.wikidata.org/entity/Q93204,,,Toshimichi Saito,http://www.wikidata.org/entity/Q125486577,,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q123945095,Treasure,2024-01-01T00:00:00Z,112,112,English,,,Too Many Men,http://www.wikidata.org/entity/Q21036778,tt9462944,m/treasure_2024,comedy drama,http://www.wikidata.org/entity/Q859369,"Zbigniew Zamachowski, Lena Dunham, Stephen Fry","http://www.wikidata.org/entity/Q55367, http://www.wikidata.org/entity/Q288359, http://www.wikidata.org/entity/Q192912",Julia von Heinz,http://www.wikidata.org/entity/Q15450497,"Bleecker Street, FilmNation Entertainment, Mozinet, Alamode Filmdistribution","http://www.wikidata.org/entity/Q2724557, http://www.wikidata.org/entity/Q5448895, http://www.wikidata.org/entity/Q28871739, http://www.wikidata.org/entity/Q61889589",Lena Dunham,http://www.wikidata.org/entity/Q288359,Antoni Łazarkiewicz,http://www.wikidata.org/entity/Q2791003,Daniela Knapp,http://www.wikidata.org/entity/Q1163450,,,Good Thing Going Productions,http://www.wikidata.org/entity/Q124637302,,,,
http://www.wikidata.org/entity/Q123353612,The Fabulous Four,2024-07-26T00:00:00Z,99,99,English,,,,,tt20215816,m/the_fabulous_four_2024,comedy film,http://www.wikidata.org/entity/Q157443,"Susan Sarandon, Bette Midler, Bruce Greenwood, Sheryl Lee Ralph, Michael Bolton, Megan Mullally, Timothy V. Murphy","http://www.wikidata.org/entity/Q133050, http://www.wikidata.org/entity/Q190631, http://www.wikidata.org/entity/Q342788, http://www.wikidata.org/entity/Q457180, http://www.wikidata.org/entity/Q312514, http://www.wikidata.org/entity/Q234137, http://www.wikidata.org/entity/Q18619424",Jocelyn Moorhouse,http://www.wikidata.org/entity/Q3808611,Bleecker Street,http://www.wikidata.org/entity/Q17985957,Richard B. Lewis,http://www.wikidata.org/entity/Q18151654,David Hirschfelder,http://www.wikidata.org/entity/Q1174736,Roberto Schaefer,http://www.wikidata.org/entity/Q2159621,Savannah,http://www.wikidata.org/entity/Q83813,Southpaw Entertainment,http://www.wikidata.org/entity/Q27962292,,,,
http://www.wikidata.org/entity/Q123782116,Exhibiting Forgiveness,2024-01-20T00:00:00Z,122,122,English,,,,,tt28523838,m/exhibiting_forgiveness,drama film,http://www.wikidata.org/entity/Q130232,"Aunjanue Ellis-Taylor, Andra Day, André Holland, John Earl Jelks, Ian Foreman","http://www.wikidata.org/entity/Q461762, http://www.wikidata.org/entity/Q21004826, http://www.wikidata.org/entity/Q4754805, http://www.wikidata.org/entity/Q25704151, http://www.wikidata.org/entity/Q127011985",Titus Kaphar,http://www.wikidata.org/entity/Q28839817,,,"Derek Cianfrance, Titus Kaphar","http://www.wikidata.org/entity/Q2756732, http://www.wikidata.org/entity/Q28839817",Jherek Bischoff,http://www.wikidata.org/entity/Q16199394,Lachlan Milne,http://www.wikidata.org/entity/Q106207346,,,,,,,,
http://www.wikidata.org/entity/Q115867383,After Everything,2024-01-01T00:00:00Z,,,English,,,,,tt15334488,m/after_everything_2023,"drama film, film based on a novel","http://www.wikidata.org/entity/Q130232, http://www.wikidata.org/entity/Q52207399","Hero Fiennes Tiffin, Cora Kirk","http://www.wikidata.org/entity/Q1335213, http://www.wikidata.org/entity/Q115789493",Castille Landon,http://www.wikidata.org/entity/Q60068685,,,,,Giorgos Kallis,http://www.wikidata.org/entity/Q5541225,Joshua Reiss,http://www.wikidata.org/entity/Q64851912,,,,,,,After,http://www.wikidata.org/entity/Q123984721
http://www.wikidata.org/entity/Q125417902,Daniela Forever,2024-01-01T00:00:00Z,113,113,English,,,,,tt26676914,m/daniela_forever,,,"Nathalie Poza, Rubén Ochandiano, Aura Garrido, Henry Golding, Beatrice Grannò","http://www.wikidata.org/entity/Q6038628, http://www.wikidata.org/entity/Q3446594, http://www.wikidata.org/entity/Q4133904, http://www.wikidata.org/entity/Q39072280, http://www.wikidata.org/entity/Q89042512",Nacho Vigalondo,http://www.wikidata.org/entity/Q2638166,,,Nacho Vigalondo,http://www.wikidata.org/entity/Q2638166,,,,,,,,,,,,
http://www.wikidata.org/entity/Q129983519,Lonely Planet,2024-01-01T00:00:00Z,94,94,English,,,,,tt20194882,m/lonely_planet_2024,"drama film, romance film","http://www.wikidata.org/entity/Q130232, http://www.wikidata.org/entity/Q1054574","Liam Hemsworth, Laura Dern, Rachida Brakni, Adriano Giannini, Diana Silvers","http://www.wikidata.org/entity/Q32045, http://www.wikidata.org/entity/Q220901, http://www.wikidata.org/entity/Q275346, http://www.wikidata.org/entity/Q1077542, http://www.wikidata.org/entity/Q64153398",Susannah Grant,http://www.wikidata.org/entity/Q462348,Netflix,http://www.wikidata.org/entity/Q907311,Liza Chasin,http://www.wikidata.org/entity/Q6660371,,,,,,,,,,,,
http://www.wikidata.org/entity/Q123144587,The Underdoggs,2024-01-26T00:00:00Z,96,96,English,,,,,tt21434318,m/the_underdoggs,"comedy film, sport film","http://www.wikidata.org/entity/Q157443, http://www.wikidata.org/entity/Q1339864","Snoop Dogg, George Lopez, Kal Penn, Mike Epps, Kandi Burruss, Tika Sumpter, Andrew Schulz","http://www.wikidata.org/entity/Q6096, http://www.wikidata.org/entity/Q73035, http://www.wikidata.org/entity/Q220536, http://www.wikidata.org/entity/Q311962, http://www.wikidata.org/entity/Q3192597, http://www.wikidata.org/entity/Q748404, http://www.wikidata.org/entity/Q21063227",Charles Stone III,http://www.wikidata.org/entity/Q5082704,Amazon Prime Video,http://www.wikidata.org/entity/Q4740856,"Snoop Dogg, Jonathan Glickman, Kenya Barris","http://www.wikidata.org/entity/Q6096, http://www.wikidata.org/entity/Q6273205, http://www.wikidata.org/entity/Q27063042",Joseph Shirley,http://www.wikidata.org/entity/Q110832445,Mitchell Amundsen,http://www.wikidata.org/entity/Q1939485,,,"Metro-Goldwyn-Mayer, Khalabo Ink Society","http://www.wikidata.org/entity/Q179200, http://www.wikidata.org/entity/Q119026174",,,,
http://www.wikidata.org/entity/Q124460438,Stormy,2024-03-08T00:00:00Z,,,English,,,,,tt31169602,m/stormy_2024,documentary film,http://www.wikidata.org/entity/Q93204,,,,,Peacock,http://www.wikidata.org/entity/Q67765302,,,,,,,,,,,Stormy Daniels,http://www.wikidata.org/entity/Q233240,,
http://www.wikidata.org/entity/Q125693263,New Life,2024-05-03T00:00:00Z,85,85,English,,,,,tt18973958,m/new_life_2023,"horror film, mystery film, thriller film","http://www.wikidata.org/entity/Q200092, http://www.wikidata.org/entity/Q1200678, http://www.wikidata.org/entity/Q2484376",Sonya Walger,http://www.wikidata.org/entity/Q230115,,,,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q130379771,Q130379771,2024-09-26T00:00:00Z,,,English,,,,,,,,,,,,,,,,,,,,,"Vilafranca del Penedès, Tarraco Arena Plaça","http://www.wikidata.org/entity/Q835012, http://www.wikidata.org/entity/Q9081949",,,"Castellers de Vilafranca, Concurs de Castells de Tarragona 2022","http://www.wikidata.org/entity/Q1048786, http://www.wikidata.org/entity/Q66451428",,
http://www.wikidata.org/entity/Q125081677,10 Lives,2024-01-01T00:00:00Z,,,English,,,,,tt7959138,m/10_lives,"comedy film, animated film","http://www.wikidata.org/entity/Q157443, http://www.wikidata.org/entity/Q202866",,,"Chris Jenkins, Mark Koetsier","http://www.wikidata.org/entity/Q2966604, http://www.wikidata.org/entity/Q28861147",Fórum Hungary,http://www.wikidata.org/entity/Q1005887,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q130417696,Money Electric: The Bitcoin Mystery,2024-10-08T00:00:00Z,,,English,,,,,tt33600145,m/money_electric_the_bitcoin_mystery,documentary film,http://www.wikidata.org/entity/Q93204,,,Cullen Hoback,http://www.wikidata.org/entity/Q20631221,,,,,,,,,"New York City, Buenos Aires, Riga, San Salvador, Belgrade, Lugano, Lake Lugano, Valletta, Podgorica, Church of Saint Sava, Miami Beach, Vojtěšská huť, St. Kitts Marriott Resort & The Royal Beach Casino","http://www.wikidata.org/entity/Q60, http://www.wikidata.org/entity/Q1486, http://www.wikidata.org/entity/Q1773, http://www.wikidata.org/entity/Q3110, http://www.wikidata.org/entity/Q3711, http://www.wikidata.org/entity/Q7024, http://www.wikidata.org/entity/Q14418, http://www.wikidata.org/entity/Q23800, http://www.wikidata.org/entity/Q23564, http://www.wikidata.org/entity/Q330385, http://www.wikidata.org/entity/Q201516, http://www.wikidata.org/entity/Q43370783, http://www.wikidata.org/entity/Q111414884",,,"bitcoin, Satoshi Nakamoto, history of Bitcoin","http://www.wikidata.org/entity/Q131723, http://www.wikidata.org/entity/Q13382352, http://www.wikidata.org/entity/Q15854247",,
