movie_uri,movie,releaseDate,runtime,duration,language,budget,boxOffice_x,basedOn,basedOn_uri,IMDbID,RottenTomatoesID,genres,genres_URIs,actors,actors_URIs,directors,directors_URIs,distributors,distributors_URIs,producers,producers_URIs,composers,composers_URIs,cinematographers,cinematographers_URIs,filmingLocations,filmingLocations_URIs,productionCompanies,productionCompanies_URIs,mainSubjects,mainSubjects_URIs,series,series_URIs,dbpedia_uri
http://www.wikidata.org/entity/Q115707601,Silver Haze,2024-04-26T00:00:00Z,,,English,,,,,tt16311464,,,,"Angela Bruce, Esmé Creed-Miles, Vicky Knight","http://www.wikidata.org/entity/Q4762390, http://www.wikidata.org/entity/Q61473527, http://www.wikidata.org/entity/Q64755466",Sacha Polak,http://www.wikidata.org/entity/Q21062988,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/Silver_Haze
http://www.wikidata.org/entity/Q124711174,We Forgot to Break Up,2024-01-01T00:00:00Z,94.0,94.0,English,,,,,tt3576752,,,,,,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/We_Forgot_to_Break_Up
http://www.wikidata.org/entity/Q117481301,Y2K,2024-01-01T00:00:00Z,93.0,93.0,English,,,,,tt27218960,m/y2k_2024,"comedy film, disaster film, uchronia","http://www.wikidata.org/entity/Q157443, http://www.wikidata.org/entity/Q846544, http://www.wikidata.org/entity/Q2472893","Fred Durst, Alicia Silverstone, Tim Heidecker, Jaeden Martell, Kevin Mangold, Rachel Zegler, Eduardo Franco, Mason Gooding, Miles Robbins, Julian Dennison, Kyle Mooney, Lachlan Watson, The Kid Laroi, Daniel Zolghadri","http://www.wikidata.org/entity/Q44707, http://www.wikidata.org/entity/Q199945, http://www.wikidata.org/entity/Q7803640, http://www.wikidata.org/entity/Q19019158, http://www.wikidata.org/entity/Q6396848, http://www.wikidata.org/entity/Q61693947, http://www.wikidata.org/entity/Q63366389, http://www.wikidata.org/entity/Q47015205, http://www.wikidata.org/entity/Q47508276, http://www.wikidata.org/entity/Q24189388, http://www.wikidata.org/entity/Q16223299, http://www.wikidata.org/entity/Q59574383, http://www.wikidata.org/entity/Q82890761, http://www.wikidata.org/entity/Q64438271",Kyle Mooney,http://www.wikidata.org/entity/Q16223299,A24,http://www.wikidata.org/entity/Q16248298,"Jonah Hill, Christopher Storer","http://www.wikidata.org/entity/Q313388, http://www.wikidata.org/entity/Q26906864",,,Bill Pope,http://www.wikidata.org/entity/Q795025,,,,,Year 2000 problem,http://www.wikidata.org/entity/Q218941,,,http://dbpedia.org/resource/Y2K
http://www.wikidata.org/entity/Q124052917,Música,2024-03-13T00:00:00Z,91.0,91.0,English,,,,,tt19853698,m/musica,"romantic comedy, coming-of-age fiction","http://www.wikidata.org/entity/Q860626, http://www.wikidata.org/entity/Q2975633","J. B. Smoove, Camila Mendes, Rudy Mancuso, Francesca Reale","http://www.wikidata.org/entity/Q3778264, http://www.wikidata.org/entity/Q28659500, http://www.wikidata.org/entity/Q28839871, http://www.wikidata.org/entity/Q27865384",Rudy Mancuso,http://www.wikidata.org/entity/Q28839871,Amazon Prime Video,http://www.wikidata.org/entity/Q4740856,McG,http://www.wikidata.org/entity/Q385058,Rudy Mancuso,http://www.wikidata.org/entity/Q28839871,Shane Hurlbut,http://www.wikidata.org/entity/Q7488106,,,"Wonderland Sound and Vision, Amazon MGM Studios","http://www.wikidata.org/entity/Q1796719, http://www.wikidata.org/entity/Q4740868",,,,,http://dbpedia.org/resource/Música
http://www.wikidata.org/entity/Q124337175,The Forge,2024-08-23T00:00:00Z,125.0,125.0,English,,,,,tt26731216,m/the_forge,drama film,http://www.wikidata.org/entity/Q130232,"Ken Bevel, Priscilla Shirer, Karen Abercrombie, T.C. Stallings, Cameron Arnett","http://www.wikidata.org/entity/Q6387321, http://www.wikidata.org/entity/Q7245624, http://www.wikidata.org/entity/Q60167171, http://www.wikidata.org/entity/Q60234483, http://www.wikidata.org/entity/Q62576984",Alex Kendrick,http://www.wikidata.org/entity/Q621514,Sony Pictures Releasing,http://www.wikidata.org/entity/Q40266137,Stephen Kendrick,http://www.wikidata.org/entity/Q7609670,,,Bob Scott,http://www.wikidata.org/entity/Q62577333,,,,,,,,,http://dbpedia.org/resource/The_Forge
http://www.wikidata.org/entity/Q122964418,Carnifex,2024-01-26T00:00:00Z,93.0,93.0,English,,,,,tt18252340,,"horror film, thriller film","http://www.wikidata.org/entity/Q200092, http://www.wikidata.org/entity/Q2484376","Darren Gilshenan, Alexandra Park, Sisi Stringer, Harry Greenwood","http://www.wikidata.org/entity/Q19873713, http://www.wikidata.org/entity/Q16528505, http://www.wikidata.org/entity/Q106638336, http://www.wikidata.org/entity/Q65235591",Sean Lahiff,http://www.wikidata.org/entity/Q63922187,,,Helen Leake,http://www.wikidata.org/entity/Q83668709,,,,,,,,,,,,,http://dbpedia.org/resource/Carnifex
http://www.wikidata.org/entity/Q124838870,Homecoming,2024-01-30T00:00:00Z,76.0,76.0,English,,,,,tt28669158,,documentary film,http://www.wikidata.org/entity/Q93204,,,"Suvi West, Anssi Kömi","http://www.wikidata.org/entity/Q26835977, http://www.wikidata.org/entity/Q72882509",,,,,Georg Buljo,http://www.wikidata.org/entity/Q11971821,Anssi Kömi,http://www.wikidata.org/entity/Q72882509,"Siida, National Museum of Finland, Berlin Zoological Garden","http://www.wikidata.org/entity/Q946264, http://www.wikidata.org/entity/Q1418136, http://www.wikidata.org/entity/Q154828",,,repatriation,http://www.wikidata.org/entity/Q1331684,,,http://dbpedia.org/resource/Homecoming
http://www.wikidata.org/entity/Q113360912,Godzilla x Kong: The New Empire,2024-03-27T00:00:00Z,115.0,115.0,English,150000000.0,,,,tt14539740,m/godzilla_x_kong_the_new_empire,"action film, adventure film, science fiction film, monster film, thriller film, speculative fiction film","http://www.wikidata.org/entity/Q188473, http://www.wikidata.org/entity/Q319221, http://www.wikidata.org/entity/Q471839, http://www.wikidata.org/entity/Q1342372, http://www.wikidata.org/entity/Q2484376, http://www.wikidata.org/entity/Q2973181","Rebecca Hall, Alex Ferns, Dan Stevens, Rachel House, Fala Chen, Kaylee Hottle, Brian Tyree Henry","http://www.wikidata.org/entity/Q230534, http://www.wikidata.org/entity/Q4716984, http://www.wikidata.org/entity/Q958385, http://www.wikidata.org/entity/Q16213557, http://www.wikidata.org/entity/Q707187, http://www.wikidata.org/entity/Q109595960, http://www.wikidata.org/entity/Q26924801",Adam Wingard,http://www.wikidata.org/entity/Q4679987,"Warner Bros., InterCom, Warner Bros. France","http://www.wikidata.org/entity/Q126399, http://www.wikidata.org/entity/Q1097348, http://www.wikidata.org/entity/Q52992386","Mary Parent, Thomas Tull, Jon Jashni","http://www.wikidata.org/entity/Q6780480, http://www.wikidata.org/entity/Q16213294, http://www.wikidata.org/entity/Q24343925",Junkie XL,http://www.wikidata.org/entity/Q266429,Ben Seresin,http://www.wikidata.org/entity/Q22074610,"Village Roadshow Studios, Queensland, Gold Coast","http://www.wikidata.org/entity/Q7930680, http://www.wikidata.org/entity/Q36074, http://www.wikidata.org/entity/Q140075",Legendary Pictures,http://www.wikidata.org/entity/Q621364,,,MonsterVerse,http://www.wikidata.org/entity/Q21527684,http://dbpedia.org/resource/Untitled_Godzilla_vs._Kong_sequel
http://www.wikidata.org/entity/Q127850158,Mr. K,2024-09-01T00:00:00Z,,,English,,,,,tt7972570,,comedy film,http://www.wikidata.org/entity/Q157443,,,Tallulah Hazekamp Schwab,http://www.wikidata.org/entity/Q2668840,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/Mr._K
http://www.wikidata.org/entity/Q108739806,Stream,2024-08-21T00:00:00Z,,,English,,,,,tt8964540,,horror film,http://www.wikidata.org/entity/Q200092,"Dee Wallace, Danielle Harris, Tim Reid, Jeffrey Combs, Daniel Roebuck, Felissa Rose, Tony Todd, Dave Sheridan, Terry Alexander, Mark Holton, David Howard Thornton","http://www.wikidata.org/entity/Q258064, http://www.wikidata.org/entity/Q272944, http://www.wikidata.org/entity/Q429963, http://www.wikidata.org/entity/Q452288, http://www.wikidata.org/entity/Q552031, http://www.wikidata.org/entity/Q1773842, http://www.wikidata.org/entity/Q351849, http://www.wikidata.org/entity/Q936507, http://www.wikidata.org/entity/Q7704046, http://www.wikidata.org/entity/Q3246581, http://www.wikidata.org/entity/Q115171090",,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/Stream_(film)
http://www.wikidata.org/entity/Q104876047,Cobweb,2024-05-02T00:00:00Z,88.0,88.0,English,,,,,tt9100018,m/cobweb_2023,"horror film, thriller film","http://www.wikidata.org/entity/Q200092, http://www.wikidata.org/entity/Q2484376","Lizzy Caplan, Cleopatra Coleman, Antony Starr, Woody Norman","http://www.wikidata.org/entity/Q236578, http://www.wikidata.org/entity/Q5131734, http://www.wikidata.org/entity/Q2813921, http://www.wikidata.org/entity/Q108855137",Samuel Bodin,http://www.wikidata.org/entity/Q119892833,Lionsgate Films,http://www.wikidata.org/entity/Q17076072,"Seth Rogen, Roy Lee, Evan Goldberg, James Weaver","http://www.wikidata.org/entity/Q220308, http://www.wikidata.org/entity/Q1990920, http://www.wikidata.org/entity/Q3061320, http://www.wikidata.org/entity/Q72952149",Drum & Lace,http://www.wikidata.org/entity/Q43082721,,,Nu Boyana Film Studios,http://www.wikidata.org/entity/Q5159718,"Vertigo Entertainment, Point Grey Pictures","http://www.wikidata.org/entity/Q3556262, http://www.wikidata.org/entity/Q17092493",,,,,http://dbpedia.org/resource/Cobweb_(upcoming_American_film)
http://www.wikidata.org/entity/Q122781655,"Oh, Canada",2024-05-17T00:00:00Z,91.0,91.0,English,,,,,tt29994753,m/oh_canada,drama film,http://www.wikidata.org/entity/Q130232,"Richard Gere, Uma Thurman, Kristine Froseth, Jacob Elordi","http://www.wikidata.org/entity/Q48410, http://www.wikidata.org/entity/Q125017, http://www.wikidata.org/entity/Q38238309, http://www.wikidata.org/entity/Q53909401",Paul Schrader,http://www.wikidata.org/entity/Q363989,,,,,,,,,,,,,,,,,"http://dbpedia.org/resource/Oh,_Canada"
http://www.wikidata.org/entity/Q125566469,Here Now,2024-10-31T00:00:00Z,,,English,,,,,tt29293152,,"romance film, thriller film","http://www.wikidata.org/entity/Q1054574, http://www.wikidata.org/entity/Q2484376","Lorenzo Richelmy, Elena Kampouris, Saul Nanni, Yan Tual, Enrico Inserra, Francesco Garilli, Ruby Kammer","http://www.wikidata.org/entity/Q3837061, http://www.wikidata.org/entity/Q20858027, http://www.wikidata.org/entity/Q26162617, http://www.wikidata.org/entity/Q105542062, http://www.wikidata.org/entity/Q125567005, http://www.wikidata.org/entity/Q125567012, http://www.wikidata.org/entity/Q125567020",Gabriele Muccino,http://www.wikidata.org/entity/Q558822,"01 Distribution, Voltage Pictures","http://www.wikidata.org/entity/Q1554656, http://www.wikidata.org/entity/Q19881683",,,,,Fabio Zamarion,http://www.wikidata.org/entity/Q3737875,Palermo,http://www.wikidata.org/entity/Q2656,Rai Cinema,http://www.wikidata.org/entity/Q3929491,,,,,http://dbpedia.org/resource/Here_Now
http://www.wikidata.org/entity/Q124459713,Intercepted,2024-01-01T00:00:00Z,95.0,95.0,English,,,,,tt30956212,m/intercepted,documentary film,http://www.wikidata.org/entity/Q93204,,,Oksana Karpovych,http://www.wikidata.org/entity/Q112679181,,,,,,,Christopher Nunn,http://www.wikidata.org/entity/Q116898424,,,,,,,,,http://dbpedia.org/resource/Intercepted
http://www.wikidata.org/entity/Q121891566,Layla,2024-01-01T00:00:00Z,100.0,100.0,English,,,,,tt23888758,,"drama film, comedy film, romance film","http://www.wikidata.org/entity/Q130232, http://www.wikidata.org/entity/Q157443, http://www.wikidata.org/entity/Q1054574",,,Amrou Al-Khadi,http://www.wikidata.org/entity/Q96480372,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/Layla
http://www.wikidata.org/entity/Q124320668,Eno,2024-01-01T00:00:00Z,,,English,,,,,tt19854690,m/eno,documentary film,http://www.wikidata.org/entity/Q93204,,,Gary Hustwit,http://www.wikidata.org/entity/Q5525282,,,,,,,,,,,,,Brian Eno,http://www.wikidata.org/entity/Q569003,,,http://dbpedia.org/resource/Eno
http://www.wikidata.org/entity/Q111270010,The Color Purple,2024-01-18T00:00:00Z,,,English,,,The Color Purple,http://www.wikidata.org/entity/Q1897870,tt1200263,m/the_color_purple,"drama film, musical film, coming-of-age fiction, film based on a novel, historical drama","http://www.wikidata.org/entity/Q130232, http://www.wikidata.org/entity/Q842256, http://www.wikidata.org/entity/Q2975633, http://www.wikidata.org/entity/Q52207399, http://www.wikidata.org/entity/Q7168625","Elizabeth Marvel, Ciara, Fantasia Barrino, Taraji P. Henson, Louis Gossett Jr., Aunjanue Ellis-Taylor, David Alan Grier, Colman Domingo, Deon Cole, Jon Batiste, Tamela Mann, Corey Hawkins, Danielle Brooks, H.E.R., Halle Bailey","http://www.wikidata.org/entity/Q76877, http://www.wikidata.org/entity/Q203223, http://www.wikidata.org/entity/Q232288, http://www.wikidata.org/entity/Q235511, http://www.wikidata.org/entity/Q329719, http://www.wikidata.org/entity/Q461762, http://www.wikidata.org/entity/Q562596, http://www.wikidata.org/entity/Q5147723, http://www.wikidata.org/entity/Q5259997, http://www.wikidata.org/entity/Q6272528, http://www.wikidata.org/entity/Q2391493, http://www.wikidata.org/entity/Q20740941, http://www.wikidata.org/entity/Q16727679, http://www.wikidata.org/entity/Q30639849, http://www.wikidata.org/entity/Q65028269",Blitz the Ambassador,http://www.wikidata.org/entity/Q4926959,"Warner Bros., Warner Bros. Pictures","http://www.wikidata.org/entity/Q126399, http://www.wikidata.org/entity/Q8016302","Steven Spielberg, Oprah Winfrey, Quincy Jones, Scott Sanders","http://www.wikidata.org/entity/Q8877, http://www.wikidata.org/entity/Q55800, http://www.wikidata.org/entity/Q193645, http://www.wikidata.org/entity/Q7437195","Stephen Bray, Brenda Russell, Allee Willis, Kris Bowers","http://www.wikidata.org/entity/Q508098, http://www.wikidata.org/entity/Q2373269, http://www.wikidata.org/entity/Q4731217, http://www.wikidata.org/entity/Q19668232",Dan Laustsen,http://www.wikidata.org/entity/Q328489,"Oregon, Jekyll Island, Driftwood Beach State Recreation Site","http://www.wikidata.org/entity/Q824, http://www.wikidata.org/entity/Q1573938, http://www.wikidata.org/entity/Q5307502","Warner Bros., DreamWorks, Quincy Jones, Amblin Entertainment, Warner Bros. Pictures, Harpo Films","http://www.wikidata.org/entity/Q126399, http://www.wikidata.org/entity/Q192557, http://www.wikidata.org/entity/Q193645, http://www.wikidata.org/entity/Q457893, http://www.wikidata.org/entity/Q8016302, http://www.wikidata.org/entity/Q16994837","woman, racism, African Americans, patriarchy, oppression","http://www.wikidata.org/entity/Q467, http://www.wikidata.org/entity/Q8461, http://www.wikidata.org/entity/Q49085, http://www.wikidata.org/entity/Q181339, http://www.wikidata.org/entity/Q252000",,,http://dbpedia.org/resource/The_Color_Purple_(2023_film)
http://www.wikidata.org/entity/Q125510445,Bang Bang,2024-01-01T00:00:00Z,103.0,103.0,English,,,,,tt7132924,,,,,,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/Bang_Bang
http://www.wikidata.org/entity/Q115707860,Cash Out,2024-04-26T00:00:00Z,,,English,,,,,tt24131288,m/cash_out,action film,http://www.wikidata.org/entity/Q188473,"Sean Astin, John Travolta, Kristin Davis, Lukas Haas, Noel Gugliemi, Guyfour","http://www.wikidata.org/entity/Q189351, http://www.wikidata.org/entity/Q80938, http://www.wikidata.org/entity/Q229176, http://www.wikidata.org/entity/Q532169, http://www.wikidata.org/entity/Q3342658, http://www.wikidata.org/entity/Q30072039",Randall Emmett,http://www.wikidata.org/entity/Q3418802,Saban Capital Group,http://www.wikidata.org/entity/Q3277355,,,,,,,Columbus,http://www.wikidata.org/entity/Q239870,,,,,,,http://dbpedia.org/resource/Cash_Out
http://www.wikidata.org/entity/Q111677117,Madame Web,2024-02-14T00:00:00Z,116.0,116.0,English,80000000.0,,Madame Web,http://www.wikidata.org/entity/Q2204761,tt11057302,m/madame_web,"action film, superhero film","http://www.wikidata.org/entity/Q188473, http://www.wikidata.org/entity/Q1535153","Adam Scott, Mike Epps, Emma Roberts, Tahar Rahim, Dakota Johnson, Sydney Sweeney, Zosia Mamet, Celeste O'Connor, Isabela Moner","http://www.wikidata.org/entity/Q201842, http://www.wikidata.org/entity/Q311962, http://www.wikidata.org/entity/Q228598, http://www.wikidata.org/entity/Q981690, http://www.wikidata.org/entity/Q2315802, http://www.wikidata.org/entity/Q49561909, http://www.wikidata.org/entity/Q4965286, http://www.wikidata.org/entity/Q97065529, http://www.wikidata.org/entity/Q20830731",S. J. Clarkson,http://www.wikidata.org/entity/Q7387197,"InterCom, Sony Pictures Motion Picture Group, Sony Pictures Releasing","http://www.wikidata.org/entity/Q1097348, http://www.wikidata.org/entity/Q2065128, http://www.wikidata.org/entity/Q40266137","Lorenzo di Bonaventura, Palak Patel","http://www.wikidata.org/entity/Q636664, http://www.wikidata.org/entity/Q24809152",Johan Söderqvist,http://www.wikidata.org/entity/Q957964,Mauro Fiore,http://www.wikidata.org/entity/Q926054,,,"Columbia Pictures, Marvel Entertainment","http://www.wikidata.org/entity/Q186941, http://www.wikidata.org/entity/Q1200552",,,Sony's Spider-Man Universe,http://www.wikidata.org/entity/Q55537283,http://dbpedia.org/resource/Madame_Web_(film)
http://www.wikidata.org/entity/Q126082803,Spark,2024-01-01T00:00:00Z,,,English,,,,,tt28348336,,"drama film, science fiction film, thriller film","http://www.wikidata.org/entity/Q130232, http://www.wikidata.org/entity/Q471839, http://www.wikidata.org/entity/Q2484376","Danell Leyva, Theo Germaine, Vico Ortiz, Jason Caceres, Christina Villa","http://www.wikidata.org/entity/Q640546, http://www.wikidata.org/entity/Q72759178, http://www.wikidata.org/entity/Q93767628, http://www.wikidata.org/entity/Q123387613, http://www.wikidata.org/entity/Q124312788",,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/Spark
http://www.wikidata.org/entity/Q117312560,Jackpot,2024-08-15T00:00:00Z,106.0,106.0,English,,,,,tt26940324,m/jackpot_2024,"comedy film, action film, action comedy film","http://www.wikidata.org/entity/Q157443, http://www.wikidata.org/entity/Q188473, http://www.wikidata.org/entity/Q2678111","John Cena, Seann William Scott, Leslie David Baker, Michael Hitchcock, Becky Ann Baker, Awkwafina, Sam Asghari, Dolly de Leon, Chelsea Holmes, Murray Hill, Simu Liu, Ayden Mayeri, Adam Ray, Donald Elise Watkins, Taylor Ortega","http://www.wikidata.org/entity/Q44437, http://www.wikidata.org/entity/Q193212, http://www.wikidata.org/entity/Q1050211, http://www.wikidata.org/entity/Q919870, http://www.wikidata.org/entity/Q2313940, http://www.wikidata.org/entity/Q15306031, http://www.wikidata.org/entity/Q107406565, http://www.wikidata.org/entity/Q112152319, http://www.wikidata.org/entity/Q112210818, http://www.wikidata.org/entity/Q6939299, http://www.wikidata.org/entity/Q24004849, http://www.wikidata.org/entity/Q64438262, http://www.wikidata.org/entity/Q61723003, http://www.wikidata.org/entity/Q123532635, http://www.wikidata.org/entity/Q87256536",Paul Feig,http://www.wikidata.org/entity/Q2031292,Amazon MGM Studios,http://www.wikidata.org/entity/Q4740868,"Joe Roth, Paul Feig, Jeff Kirschenbaum","http://www.wikidata.org/entity/Q919992, http://www.wikidata.org/entity/Q2031292, http://www.wikidata.org/entity/Q61774149",Theodore Shapiro,http://www.wikidata.org/entity/Q1513322,John Schwartzman,http://www.wikidata.org/entity/Q1370528,,,,,,,,,http://dbpedia.org/resource/Jackpot
http://www.wikidata.org/entity/Q123945095,Treasure,2024-01-01T00:00:00Z,112.0,112.0,English,,,Too Many Men,http://www.wikidata.org/entity/Q21036778,tt9462944,m/treasure_2024,comedy drama,http://www.wikidata.org/entity/Q859369,"Zbigniew Zamachowski, Lena Dunham, Stephen Fry","http://www.wikidata.org/entity/Q55367, http://www.wikidata.org/entity/Q288359, http://www.wikidata.org/entity/Q192912",Julia von Heinz,http://www.wikidata.org/entity/Q15450497,"Bleecker Street, FilmNation Entertainment, Mozinet, Alamode Filmdistribution","http://www.wikidata.org/entity/Q2724557, http://www.wikidata.org/entity/Q5448895, http://www.wikidata.org/entity/Q28871739, http://www.wikidata.org/entity/Q61889589",Lena Dunham,http://www.wikidata.org/entity/Q288359,Antoni Łazarkiewicz,http://www.wikidata.org/entity/Q2791003,Daniela Knapp,http://www.wikidata.org/entity/Q1163450,,,Good Thing Going Productions,http://www.wikidata.org/entity/Q124637302,,,,,http://dbpedia.org/resource/Treasure
http://www.wikidata.org/entity/Q115867383,After Everything,2024-01-01T00:00:00Z,,,English,,,,,tt15334488,m/after_everything_2023,"drama film, film based on a novel","http://www.wikidata.org/entity/Q130232, http://www.wikidata.org/entity/Q52207399","Hero Fiennes Tiffin, Cora Kirk","http://www.wikidata.org/entity/Q1335213, http://www.wikidata.org/entity/Q115789493",Castille Landon,http://www.wikidata.org/entity/Q60068685,,,,,Giorgos Kallis,http://www.wikidata.org/entity/Q5541225,Joshua Reiss,http://www.wikidata.org/entity/Q64851912,,,,,,,After,http://www.wikidata.org/entity/Q123984721,http://dbpedia.org/resource/After_Everything
http://www.wikidata.org/entity/Q129983519,Lonely Planet,2024-01-01T00:00:00Z,94.0,94.0,English,,,,,tt20194882,m/lonely_planet_2024,"drama film, romance film","http://www.wikidata.org/entity/Q130232, http://www.wikidata.org/entity/Q1054574","Liam Hemsworth, Laura Dern, Rachida Brakni, Adriano Giannini, Diana Silvers","http://www.wikidata.org/entity/Q32045, http://www.wikidata.org/entity/Q220901, http://www.wikidata.org/entity/Q275346, http://www.wikidata.org/entity/Q1077542, http://www.wikidata.org/entity/Q64153398",Susannah Grant,http://www.wikidata.org/entity/Q462348,Netflix,http://www.wikidata.org/entity/Q907311,Liza Chasin,http://www.wikidata.org/entity/Q6660371,,,,,,,,,,,,,http://dbpedia.org/resource/Lonely_Planet
http://www.wikidata.org/entity/Q124460438,Stormy,2024-03-08T00:00:00Z,,,English,,,,,tt31169602,m/stormy_2024,documentary film,http://www.wikidata.org/entity/Q93204,,,,,Peacock,http://www.wikidata.org/entity/Q67765302,,,,,,,,,,,Stormy Daniels,http://www.wikidata.org/entity/Q233240,,,http://dbpedia.org/resource/Stormy
http://www.wikidata.org/entity/Q125693263,New Life,2024-05-03T00:00:00Z,85.0,85.0,English,,,,,tt18973958,m/new_life_2023,"horror film, mystery film, thriller film","http://www.wikidata.org/entity/Q200092, http://www.wikidata.org/entity/Q1200678, http://www.wikidata.org/entity/Q2484376",Sonya Walger,http://www.wikidata.org/entity/Q230115,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/New_Life
http://www.wikidata.org/entity/Q125081677,10 Lives,2024-01-01T00:00:00Z,,,English,,,,,tt7959138,m/10_lives,"comedy film, animated film","http://www.wikidata.org/entity/Q157443, http://www.wikidata.org/entity/Q202866",,,"Chris Jenkins, Mark Koetsier","http://www.wikidata.org/entity/Q2966604, http://www.wikidata.org/entity/Q28861147",Fórum Hungary,http://www.wikidata.org/entity/Q1005887,,,,,,,,,,,,,,,http://dbpedia.org/resource/10_Lives
http://www.wikidata.org/entity/Q124843646,We Can Be Heroes,2024-03-09T00:00:00Z,,,English,,,,,tt30835407,,documentary film,http://www.wikidata.org/entity/Q93204,,,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/We_Can_Be_Heroes
http://www.wikidata.org/entity/Q119506588,Big Boys,2024-08-16T00:00:00Z,90.0,90.0,English,,,,,tt24486184,m/big_boys,comedy drama,http://www.wikidata.org/entity/Q859369,,,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/Big_Boys
http://www.wikidata.org/entity/Q113668560,The Bikeriders,2024-06-20T00:00:00Z,116.0,116.0,English,,,Q122600198,http://www.wikidata.org/entity/Q122600198,tt21454134,m/the_bikeriders,"drama film, crime film, film based on book, outlaw biker film","http://www.wikidata.org/entity/Q130232, http://www.wikidata.org/entity/Q959790, http://www.wikidata.org/entity/Q52207310, http://www.wikidata.org/entity/Q4075563","Michael Shannon, Tom Hardy, Norman Reedus, Boyd Holbrook, Austin Butler, Beau Knapp, Toby Wallace, Damon Herriman, Mike Faist, Karl Glusman, Happy Anderson, Emory Cohen, Jodie Comer","http://www.wikidata.org/entity/Q41449, http://www.wikidata.org/entity/Q208026, http://www.wikidata.org/entity/Q503545, http://www.wikidata.org/entity/Q611096, http://www.wikidata.org/entity/Q469954, http://www.wikidata.org/entity/Q20740615, http://www.wikidata.org/entity/Q47523997, http://www.wikidata.org/entity/Q1093867, http://www.wikidata.org/entity/Q29650179, http://www.wikidata.org/entity/Q20993783, http://www.wikidata.org/entity/Q24883904, http://www.wikidata.org/entity/Q13563393, http://www.wikidata.org/entity/Q16567346",Jeff Nichols,http://www.wikidata.org/entity/Q1324417,"Universal Pictures, UIP-Dunafilm","http://www.wikidata.org/entity/Q168383, http://www.wikidata.org/entity/Q1329615","Arnon Milchan, Sarah Green, Brian Kavanaugh-Jones","http://www.wikidata.org/entity/Q697131, http://www.wikidata.org/entity/Q7422353, http://www.wikidata.org/entity/Q16533681",David Wingo,http://www.wikidata.org/entity/Q24951410,Adam Stone,http://www.wikidata.org/entity/Q63286202,Cincinnati,http://www.wikidata.org/entity/Q43196,"Regency Enterprises, New Regency Productions","http://www.wikidata.org/entity/Q466459, http://www.wikidata.org/entity/Q9049760",,,,,http://dbpedia.org/resource/The_Bikeriders
http://www.wikidata.org/entity/Q119414655,Close to You,2024-08-16T00:00:00Z,,,English,,,,,tt28055434,m/close_to_you_2023,,,Elliot Page,http://www.wikidata.org/entity/Q173399,Dominic Savage,http://www.wikidata.org/entity/Q5290645,,,"Peter Outerbridge, Elliot Page","http://www.wikidata.org/entity/Q82377, http://www.wikidata.org/entity/Q173399",,,,,,,,,"family, transitioning","http://www.wikidata.org/entity/Q8436, http://www.wikidata.org/entity/Q1085588",,,http://dbpedia.org/resource/Close_to_You
http://www.wikidata.org/entity/Q123420922,Chief of Station,2024-05-01T00:00:00Z,,,English,,,,,tt21301418,m/chief_of_station,action film,http://www.wikidata.org/entity/Q188473,"Olga Kurylenko, Daniel Bernhardt, Aaron Eckhart, Alex Pettyfer, Chris Petrovski","http://www.wikidata.org/entity/Q164730, http://www.wikidata.org/entity/Q115932, http://www.wikidata.org/entity/Q192643, http://www.wikidata.org/entity/Q295592, http://www.wikidata.org/entity/Q36697211",Jesse V. Johnson,http://www.wikidata.org/entity/Q1688193,Vertical,http://www.wikidata.org/entity/Q18395323,,,Sean Murray,http://www.wikidata.org/entity/Q1613705,,,Budapest,http://www.wikidata.org/entity/Q1781,,,,,,,http://dbpedia.org/resource/Chief_of_Station
http://www.wikidata.org/entity/Q130300514,Inedia,2024-09-27T00:00:00Z,96.0,96.0,English,,,,,tt8971448,,,,,,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/Category:Inedia
http://www.wikidata.org/entity/Q113547547,The Garfield Movie,2024-05-24T00:00:00Z,,,English,,,Garfield,http://www.wikidata.org/entity/Q72533,tt5779228,m/the_garfield_movie,comedy film,http://www.wikidata.org/entity/Q157443,,,Mark Dindal,http://www.wikidata.org/entity/Q1555425,"InterCom, Sony Pictures Releasing","http://www.wikidata.org/entity/Q1097348, http://www.wikidata.org/entity/Q40266137","Andrew Kosove, Broderick Johnson, Namit Malhotra","http://www.wikidata.org/entity/Q4757652, http://www.wikidata.org/entity/Q4972958, http://www.wikidata.org/entity/Q19893576",John Debney,http://www.wikidata.org/entity/Q48975,,,,,"Columbia Pictures, Paws, Inc., Alcon Entertainment","http://www.wikidata.org/entity/Q186941, http://www.wikidata.org/entity/Q1231683, http://www.wikidata.org/entity/Q4713342",,,,,http://dbpedia.org/resource/Garfield_(2024_film)
